PID,Monitored Facility,Contingency Name,lo_facility,lo_outage,Earliest,Latest
19222,BREED-WHEATLAND 345 L/O JEFFERSON-ROCKPORT 765 KV,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,BREED-WHEATLAND 345,JEFFERSON-ROCKPORT 765 KV,2010-04-02 07:00:00-04:00,2011-11-01 06:00:00-04:00
19223,ST JOHN-LIBERTY PARK 138 KV L/O ST JOHN-GREEN ACRES 138 KV,LINE    138 KV  GRE-STJ2CMPLINE DUMMY,ST JOHN-LIBERTY PARK 138 KV,ST JOHN-GREEN ACRES 138 KV,2011-10-11 09:00:00-04:00,2011-11-01 05:00:00-04:00
19224,ST JOHN 345/138 KV L/O WILTON CENTER TR93,112 WILT34.5 KV TR93CT-TCMPTRAFODUMMY   112 WILT345 KV  TR93CT-SCMPTRAFODUMMY   112 WILT765 KV  TR93,ST JOHN 345/138 KV,WILTON CENTER TR93,2011-10-30 00:00:00-04:00,2011-11-01 04:00:00-04:00
19225,St John 345/138 kv l/o Dumont Wilton Center,Dumont-Wilton Center 765kV,ST JOHN 345/138 KV,DUMONT WILTON CENTER,2011-10-12 00:00:00-04:00,2011-10-31 23:00:00-04:00
19236,BROKAW-GIBSON (CORNBELT) 138 KV L/O KINCAID-LATHAM-BLUEMOUND 345+LATHAM 345/138,LATHAM  345 KV  45TR1   CMPTRAFODUMMY   LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102,BROKAW-GIBSON (CORNBELT) 138 KV,KINCAID-LATHAM-BLUEMOUND 345+LATHAM 345/138,2011-10-17 13:00:00-04:00,2011-10-30 00:00:00-04:00
19248,CLIFTY CREEK-DEARBORN 1 345 KV L/O HANGING ROCK-JEFFERSON 765 KV,LINE    765 KV  HAN-JEF1CMPLINE DUMMY,CLIFTY CREEK-DEARBORN 1 345 KV,HANGING ROCK-JEFFERSON 765 KV,2011-10-28 15:00:00-04:00,2011-10-28 16:00:00-04:00
19269,ST JOHN 345/138 KV L/O WILTON CENTER-DUMONT 765,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,ST JOHN 345/138 KV,WILTON CENTER-DUMONT 765,2011-10-10 22:00:00-04:00,2011-10-24 00:00:00-04:00
19270,LAKEVIEW-ZION 138KV L/O ZION-ARCADIAN 345KV,LINE    345 KV  2222    CMPLINE DUMMY,LAKEVIEW-ZION 138 KV,ZION-ARCADIAN 345 KV,2011-03-07 10:00:00-05:00,2011-10-23 18:00:00-04:00
19273,LAKEVIEW-282 ZION 138 KV L/O ZION-PLEASANT PRAIRIE 345 KV,LINE    345 KV  2221    CMPLINE DUMMY,LAKEVIEW-282 ZION 138 KV,ZION-PLEASANT PRAIRIE 345 KV,2011-01-24 13:00:00-05:00,2011-10-22 12:00:00-04:00
19308,SUB 56 (DAVNPRT)-E CALAMUS 161 KV L/O QUAD CITY-ROCK CREEK 345 KV,LINE    345 KV  0405    CMPLINE DUMMY,SUB 56 (DAVNPRT)-E CALAMUS 161 KV,QUAD CITY-ROCK CREEK 345 KV,2011-10-03 11:00:00-04:00,2011-10-15 11:00:00-04:00
19311,St John -Liberty Park 138kv l/o St John -Green Acres 138kv,BASE,ST JOHN -LIBERTY PARK 138 KV,ST JOHN -GREEN ACRES 138 KV,2011-10-13 00:00:00-04:00,2011-10-14 23:00:00-04:00
19312,BUNSONVILLE-EUGENE 345 KV L/O CASEY-BREED 345 KV,LINE    345 KV  BRE-WCA1CMPLINE DUMMY,BUNSONVILLE-EUGENE 345 KV,CASEY-BREED 345 KV,2010-03-02 06:00:00-05:00,2011-10-14 18:00:00-04:00
19314,TRIMBLE CO-CLIFTY CREEK 345 KV L/O ROCKPORT-JEFFERSON 765 KV,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,TRIMBLE CO-CLIFTY CREEK 345 KV,ROCKPORT-JEFFERSON 765 KV,2011-07-06 06:00:00-04:00,2011-10-14 15:00:00-04:00
19320,STATE LINE-WOLF LAKE 138 L/O BURNHAM-SHEFFIELD 345 KV,LINE    345 KV  BUR-SHE1CMPLINE DUMMY,STATE LINE-WOLF LAKE 138,BURNHAM-SHEFFIELD 345 KV,2010-12-22 00:00:00-05:00,2011-10-13 19:00:00-04:00
19346,RANTOUL-RANTOUL JCT 138 KV L/O N CHAMPAIGN-MAHOMET-RISING 138,CHAMP T3138 KV  1 03   1DIS     OPEN    CHAMP T3138 KV  1 032396DIS     OPEN    CHAMP T3138 KV  DUM0,RANTOUL-RANTOUL JCT 138 KV,N CHAMPAIGN-MAHOMET-RISING 138,2011-04-26 05:00:00-04:00,2011-10-10 00:00:00-04:00
19348,Sheffield-Marktown 138 kV l/o Sheffield -Amoco 138 kv,Clinton-Brokaw+Rising-LeverettRd-Mahomet,SHEFFIELD-MARKTOWN 138 KV,SHEFFIELD -AMOCO 138 KV,2011-09-30 19:00:00-04:00,2011-10-09 08:00:00-04:00
19350,St John 345/128 kv l/o Green Acres-St John 345 KV,Green Acres-St John 345 kV,ST JOHN 345/128 KV,GREEN ACRES-ST JOHN 345 KV,2011-10-06 00:00:00-04:00,2011-10-07 18:00:00-04:00
19352,ST JOHN 345/138 KV L/O GREEN ACRES-ST JOHN 345 KV,LINE    345 KV  GRE-STJ1CMPLINE DUMMY,ST JOHN 345/138 KV,GREEN ACRES-ST JOHN 345 KV,2011-09-30 00:00:00-04:00,2011-10-07 11:00:00-04:00
19355,St John 345/128 kv l/o Green Acres-St John 345 KV,GREEN ACRES - ST JOHNS 345 KV LINE (NIPS),ST JOHN 345/128 KV,GREEN ACRES-ST JOHN 345 KV,2011-10-02 00:00:00-04:00,2011-10-05 23:00:00-04:00
19361,BURR OAK 345/138 KV XFMR L/O BURR OAK-LEESBURG 345 KV,LINE    345 KV  BUR-LEE1CMPLINE DUMMY,BURR OAK 345/138 KV XFMR,BURR OAK-LEESBURG 345 KV,2010-03-02 06:00:00-05:00,2011-10-03 09:00:00-04:00
19379,BROKAW-GIBSON (CORNBELT) 138 KV L/O CLINTON-OREANA-GOOSECRK 345 KV,LINE    345 KV  4545    CMPLINE DUMMY   LINE    345 KV  4545   2CMPLINE DUMMY   LINE    345 KV  GOO-,BROKAW-GIBSON (CORNBELT) 138 KV,CLINTON-OREANA-GOOSECRK 345 KV,2011-07-24 10:00:00-04:00,2011-09-29 21:00:00-04:00
19393,RISING 345/138-KV TX1 L/O CLINTON-BROKAW 345 KV,LINE    345 KV  4535    CMPLINE DUMMY   BROKAW  345 KV  45TR2   CMPTRAFODUMMY   LINE    138 KV  1562,RISING 345/138-KV TX1,CLINTON-BROKAW 345 KV,2011-09-19 10:00:00-04:00,2011-09-29 13:00:00-04:00
19400,STATE LINE-WOLF LAKE 138 L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,STATE LINE-WOLF LAKE 138,WILTON CENTER-DUMONT 765 KV,2010-09-15 10:00:00-04:00,2011-09-28 20:00:00-04:00
19413,STATE LINE-WOLF LAKE 138 KV L/O GARY AVE 345/138 KV,GARYAVE 345 KV  A       CMPTRAFODUMMY,STATE LINE-WOLF LAKE 138 KV,GARY AVE 345/138 KV,2011-09-28 12:00:00-04:00,2011-09-28 12:00:00-04:00
19510,KENOSHA-LAKEVIEW 138 L/O PLEASANT PRAIRIE-ZION 345 KV,LINE    345 KV  2221    CMPLINE DUMMY,KENOSHA-LAKEVIEW 138,PLEASANT PRAIRIE-ZION 345 KV,2010-04-30 21:00:00-04:00,2011-09-13 19:00:00-04:00
19570,STATE LINE-WOLF LAKE 138 L/O BURNHAM-MUNSTER 345,LINE    345 KV  BUR-MUN1CMPLINE DUMMY,STATE LINE-WOLF LAKE 138,BURNHAM-MUNSTER 345,2011-09-03 09:00:00-04:00,2011-09-04 02:00:00-04:00
19577,Dune Acres-Michigan City 1 l/o Dune Acres-Michigan City 2 &Babcock-Stillwell,Wilton Center-Dumont 765kV + Sheffield-Gary Ave 34,DUNE ACRES-MICHIGAN CITY 1,DUNE ACRES-MICHIGAN CITY 2 &BABCOCK-STILLWELL,2011-09-03 10:00:00-04:00,2011-09-03 15:00:00-04:00
19578,Michigan City - Laporte 138 kV l/o Babcock-Stillwell 345 kV & XF #1,BABCOCK - STILLWELL 345 KV LINE & XF #1 (NIPS),MICHIGAN CITY - LAPORTE 138 KV,BABCOCK-STILLWELL 345 KV & XF #1,2011-04-14 00:00:00-04:00,2011-09-03 11:00:00-04:00
19582,LANESVILLE 345/138-KV TX L/O PAWNEE-KINCAID-LATHAM-PONTIAC 345 KV,LATHAM  345 KV  45TR1   CMPTRAFODUMMY   LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102,LANESVILLE 345/138-KV TX,PAWNEE-KINCAID-LATHAM-PONTIAC 345 KV,2010-02-20 18:00:00-05:00,2011-09-02 18:00:00-04:00
19601,SHEFFIELD-MARKTOWN 138 KV L/O SHEFFIELD-AMOCO 138 KV,LINE    138 KV  SHE-AMO1CMPLINE DUMMY,SHEFFIELD-MARKTOWN 138 KV,SHEFFIELD-AMOCO 138 KV,2011-08-05 02:00:00-04:00,2011-08-28 12:00:00-04:00
19620,STILLWELL 345/138 KV L/O STILLWELL-DUMONT 345 KV+SCHAHFER-BURR OAK 345 KV,LINE    345 KV  BUR-SCH1CMPLINE DUMMY   LINE    345 KV  DUM-STI1CMPLINE DUMMY,STILLWELL 345/138 KV,STILLWELL-DUMONT 345 KV+SCHAHFER-BURR OAK 345 KV,2011-08-25 09:00:00-04:00,2011-08-25 10:00:00-04:00
19623,TODD HUNTER-TRENTON 138 KV L/O TANNERS CREEK 345/138 KV AB,TANNERSC345 KV  . AB    CMPTRAFODUMMY,TODD HUNTER-TRENTON 138 KV,TANNERS CREEK 345/138 KV AB,2011-08-24 16:00:00-04:00,2011-08-24 18:00:00-04:00
19691,PIERCE-FOSTER 345 KV L/O EAST BEND-TERMINAL 345 KV,LINE    345 KV  EBE-TER1CMPLINE DUMMY,PIERCE-FOSTER 345 KV,EAST BEND-TERMINAL 345 KV,2011-01-24 07:00:00-05:00,2011-08-08 13:00:00-04:00
19714,BROKAW-STATE FARM 138 KV L/O S BLOOMINGTON-BROKAW 138 KV,LINE    138 KV  1562    CMPLINE DUMMY   LINE    138 KV  1562   1CMPLINE DUMMY,BROKAW-STATE FARM 138 KV,S BLOOMINGTON-BROKAW 138 KV,2011-08-01 14:00:00-04:00,2011-08-01 19:00:00-04:00
19733,OAKGROVE-GALESBURG 161 KV L/O STERLING STEEL-NELSON 345 KV,LINE    345 KV  15504   CMPLINE DUMMY,OAKGROVE-GALESBURG 161 KV,STERLING STEEL-NELSON 345 KV,2011-05-16 05:00:00-04:00,2011-07-28 18:00:00-04:00
19734,W LAFAYETTE-CUMBERLAND 138 KV L/O WESTWOOD-TIPPECANOE LABS 138 KV,LINE    138 KV  WES-TIP1CMPLINE DUMMY,W LAFAYETTE-CUMBERLAND 138 KV,WESTWOOD-TIPPECANOE LABS 138 KV,2011-07-11 11:00:00-04:00,2011-07-28 16:00:00-04:00
19763,ROXANA-PRAXAIR 138 KV L/O ROXANA-MITCHELL YARD 138 KV,LINE    138 KV  17R-MIT1CMPLINE DUMMY,ROXANA-PRAXAIR 138 KV,ROXANA-MITCHELL YARD 138 KV,2011-03-31 17:00:00-04:00,2011-07-24 11:00:00-04:00
19765,POWERTON(1352)-LILLY 138 KV L/O KEWANEE-TOULON 138 KV,LINE    138 KV  7421    CMPLINE DUMMY,POWERTON(1352)-LILLY 138 KV,KEWANEE-TOULON 138 KV,2010-06-21 22:00:00-04:00,2011-07-24 09:00:00-04:00
19777,RISING 345/138-KV TX1 L/O CLINTON-BROKAW 345 KV,LINE    345 KV  4535    CMPLINE DUMMY,RISING 345/138-KV TX1,CLINTON-BROKAW 345 KV,2010-02-20 08:00:00-05:00,2011-07-23 13:00:00-04:00
19791,PLEASANT PRAIRIE-ZION 345 KV L/O ZION-ARCADIAN 345 KV,LINE    345 KV  2222    CMPLINE DUMMY,PLEASANT PRAIRIE-ZION 345 KV,ZION-ARCADIAN 345 KV,2010-01-21 03:00:00-05:00,2011-07-22 11:00:00-04:00
19794,ARCADIAN-ZION 345 KV L/O PLEASANT PRAIRIE-ZION 345 KV,LINE    345 KV  2221    CMPLINE DUMMY,ARCADIAN-ZION 345 KV,PLEASANT PRAIRIE-ZION 345 KV,2011-07-11 20:00:00-04:00,2011-07-22 01:00:00-04:00
19801,MONTICELLO-EAST WINAMAC 138 KV L/O ROCKPORT-JEFFERSON 765 KV,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,MONTICELLO-EAST WINAMAC 138 KV,ROCKPORT-JEFFERSON 765 KV,2011-07-21 10:00:00-04:00,2011-07-21 14:00:00-04:00
19842,BABCOCK-STILLWELL 345 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,BABCOCK-STILLWELL 345 KV,WILTON CENTER-DUMONT 765 KV,2011-03-01 10:00:00-05:00,2011-07-14 07:00:00-04:00
19939,LANESVILLE 345/138-KV XFMR L/O LANESVILLE-BROKAW-PONTIAC 345 KV,LINE    345 KV  8001 1  CMPLINE DUMMY   LINE    345 KV  8001 3  CMPLINE DUMMY   LINE    345 KV  8001,LANESVILLE 345/138-KV XFMR,LANESVILLE-BROKAW-PONTIAC 345 KV,2011-06-17 15:00:00-04:00,2011-06-18 16:00:00-04:00
19945,Crete - St Johns Tap 345 kV l/o Lake George-Munster 345 kV & XF #2,LAKE GEORGE - MUNSTER 345 KV LINE  & XF #2 (NIPS),CRETE - ST JOHNS TAP 345 KV,LAKE GEORGE-MUNSTER 345 KV & XF #2,2011-04-11 08:00:00-04:00,2011-06-17 16:00:00-04:00
19950,RISING XFMR L/O CLTN-BRKW+BRKW T2+KNCD-LATHM-BLUEMND+LATHM TR1,BROKAW  345 KV  45TR2   CMPTRAFODUMMY   LATHAM  345 KV  45TR1   CMPTRAFODUMMY   LINE    138 KV  1562,RISING XFMR,CLTN-BRKW+BRKW T2+KNCD-LATHM-BLUEMND+LATHM TR1,2011-06-14 09:00:00-04:00,2011-06-14 10:00:00-04:00
19995,LEESBURG-NORTHEAST 138 KV L/O LEESBURG-HIPLE 345 KV,LINE    345 KV  HIP-LEE1CMPLINE DUMMY,LEESBURG-NORTHEAST 138 KV,LEESBURG-HIPLE 345 KV,2011-06-08 05:00:00-04:00,2011-06-08 07:00:00-04:00
20029,Stillwell-Dumont 345kV l/o Wilton Center-Dumont 765kV,Dumont-Wilton Center 765kV,STILLWELL-DUMONT 345 KV,WILTON CENTER-DUMONT 765 KV,2010-06-12 00:00:00-04:00,2011-06-01 06:00:00-04:00
20034,PARIS-ALBERS 138 KV L/O PLEASANT PRAIRIE-RACINE 345 KV,LINE    345 KV  38850394CMPLINE DUMMY,PARIS-ALBERS 138 KV,PLEASANT PRAIRIE-RACINE 345 KV,2011-05-31 14:00:00-04:00,2011-05-31 15:00:00-04:00
20036,STILLWELL-DUMONT 345KV L/O WILTON CENTER-DUMONT 765KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,STILLWELL-DUMONT 345 KV,WILTON CENTER-DUMONT 765 KV,2010-05-16 02:00:00-04:00,2011-05-31 00:00:00-04:00
20062,TOMPKINS-MAJESTIC 345 KV L/O ONEIDA-MAJESTIC 345 KV,LINE    345 KV  MAJ-ONE CMPLINE DUMMY,TOMPKINS-MAJESTIC 345 KV,ONEIDA-MAJESTIC 345 KV,2011-05-26 13:00:00-04:00,2011-05-26 13:00:00-04:00
20077,Rantoul-Rantoul Jct 138 kV l/o Clinton-Brokaw+Brokaw T2,Clinton-Brokaw+Brokaw T2,RANTOUL-RANTOUL JCT 138 KV,CLINTON-BROKAW+BROKAW T2,2011-05-13 00:00:00-04:00,2011-05-22 23:00:00-04:00
20083,RANTOUL-RANTOUL JCT 138 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,RANTOUL-RANTOUL JCT 138 KV,WILTON CENTER-DUMONT 765 KV,2011-02-23 00:00:00-05:00,2011-05-19 07:00:00-04:00
20086,DUNE ACRES-MICHIGAN CITY 2 138 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY 2 138 KV,WILTON CENTER-DUMONT 765 KV,2011-05-17 07:00:00-04:00,2011-05-18 06:00:00-04:00
20087,RANTOUL-RANTOUL JCT 138 KV L/O CLINTON-BROKAW+RISING-LEVERETTRD-MAHOMET,BROKAW  345 KV  45TR2   CMPTRAFODUMMY   LINE    138 KV  1562    CMPLINE DUMMY   LINE    138 KV  1592,RANTOUL-RANTOUL JCT 138 KV,CLINTON-BROKAW+RISING-LEVERETTRD-MAHOMET,2011-05-17 10:00:00-04:00,2011-05-17 10:00:00-04:00
20095,Dune Acres-Michigan City 1 l/o Dune Acres-Michigan City 2 &Babcock-Stillwell,Dune Acres-Michican City 2 & Babcock Stillwell,DUNE ACRES-MICHIGAN CITY 1,DUNE ACRES-MICHIGAN CITY 2 &BABCOCK-STILLWELL,2011-04-15 07:00:00-04:00,2011-05-15 22:00:00-04:00
20102,RANTOUL-RANTOUL JCT 138 KV L/O CLINTON-BROKAW+BROKAW T2,BROKAW  345 KV  45TR2   CMPTRAFODUMMY   LINE    138 KV  1562    CMPLINE DUMMY   LINE    345 KV  4535,RANTOUL-RANTOUL JCT 138 KV,CLINTON-BROKAW+BROKAW T2,2011-05-12 02:00:00-04:00,2011-05-13 08:00:00-04:00
20111,NEW CARLISLE-TRAIL CREEK 138 KV L/O DUMONT-STILLWELL 345 KV,LINE    345 KV  DUM-STI1CMPLINE DUMMY,NEW CARLISLE-TRAIL CREEK 138 KV,DUMONT-STILLWELL 345 KV,2011-05-11 14:00:00-04:00,2011-05-11 17:00:00-04:00
20119,COOK-PALISADES 345 KV L/O BENTON HARBOR-PALISADES 345 KV,LINE    345 KV  BEN-PAL1CMPLINE DUMMY,COOK-PALISADES 345 KV,BENTON HARBOR-PALISADES 345 KV,2010-06-16 01:00:00-04:00,2011-05-10 05:00:00-04:00
20124,Rantoul Jct-Sidney 138 KV l/o Rising-N Champaign-Mahomet 138 kV,Rising-N Champaign-Mahomet 138 kV,RANTOUL JCT-SIDNEY 138 KV,RISING-N CHAMPAIGN-MAHOMET 138 KV,2011-04-12 00:00:00-04:00,2011-05-09 02:00:00-04:00
20126,STATE LINE-ROXANNA 138 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,STATE LINE-ROXANNA 138 KV,WILTON CENTER-DUMONT 765 KV,2010-07-27 02:00:00-04:00,2011-05-07 08:00:00-04:00
20140,SIDNEY-BUNSONVILLE 345 KV L/O CASEY-BREED 345 KV,LINE    345 KV  BRE-WCA1CMPLINE DUMMY,SIDNEY-BUNSONVILLE 345 KV,CASEY-BREED 345 KV,2011-04-30 07:00:00-04:00,2011-05-03 17:00:00-04:00
20216,DUNE ACRES-MICHIGAN CITY 138 KV L/O BABCOCK-STILLWELL 345 KV,LINE    345 KV  BAB-STI1CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY 138 KV,BABCOCK-STILLWELL 345 KV,2011-04-14 08:00:00-04:00,2011-04-15 18:00:00-04:00
20217,RANTOUL JCT-SIDNEY 138 KV L/O RISING-N CHAMPAIGN-MAHOMET 138 KV,LINE    138 KV  1592    CMPLINE DUMMY   LINE    138 KV  1592   2CMPLINE DUMMY   LINE    138 KV  3239,RANTOUL JCT-SIDNEY 138 KV,RISING-N CHAMPAIGN-MAHOMET 138 KV,2011-04-07 13:00:00-04:00,2011-04-15 18:00:00-04:00
20220,DUNE ACRES-MICHIGAN CITY 1 L/O DUNCE ACRES-MICHIGAN CITY 2&BABCOCK-STILLWELL,LINE    345 KV  BAB-STI1CMPLINE DUMMY   LINE    138 KV  DUN-MIC2CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY 1,DUNCE ACRES-MICHIGAN CITY 2&BABCOCK-STILLWELL,2011-04-13 08:00:00-04:00,2011-04-15 07:00:00-04:00
20221,RISING 345/138 KV TR1 L/O DRESDEN-PONTIAC 345 KV,LINE    345 KV  8014    CMPLINE DUMMY,RISING 345/138 KV TR1,DRESDEN-PONTIAC 345 KV,2011-04-06 10:00:00-04:00,2011-04-14 14:00:00-04:00
20228,Miami Fort 345/138-kV TX9 l/o Dearborn-Tanners Creek 345 kV,Dearborn-Tanners Creek 345 kV ckt 1,MIAMI FORT 345/138-KV TX9,DEARBORN-TANNERS CREEK 345 KV,2011-04-07 00:00:00-04:00,2011-04-12 23:00:00-04:00
20233,DUNE ACRES-MICHIGAN CITY 2 138 KV L/O DUNE ACRES-MICHIGAN CITY 1 138 K,LINE    345 KV  DUN-MIC1CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY 2 138 KV,DUNE ACRES-MICHIGAN CITY 1 138 K,2010-12-17 03:00:00-05:00,2011-04-12 07:00:00-04:00
20252,MIAMI FORT 345/138-KV TX9 L/O DEARBORN-TANNERS CREEK 345 KV,LINE    345 KV  TAN-DEA1CMPLINE DUMMY,MIAMI FORT 345/138-KV TX9,DEARBORN-TANNERS CREEK 345 KV,2011-04-04 15:00:00-04:00,2011-04-06 07:00:00-04:00
20267,ROXANA-PRAXAIR 1 138 KV L/O MARKTOWN-INLAND STEEL 7 138 KV,LINE    138 KV  17M-INL2CMPLINE DUMMY,ROXANA-PRAXAIR 1 138 KV,MARKTOWN-INLAND STEEL 7 138 KV,2010-09-22 14:00:00-04:00,2011-04-04 11:00:00-04:00
20302,Lakeview-282 Zion 138 kV l/o Zion-Arcadian,Zion-Arcadian (2222) 345 Line,LAKEVIEW-282 ZION 138 KV,ZION-ARCADIAN,2011-03-16 00:00:00-04:00,2011-03-25 20:00:00-04:00
20322,Crete - St Johns Tap 345 kV l/o Wilton Ctr TR94,112 WILTON TR94,CRETE - ST JOHNS TAP 345 KV,WILTON CTR TR94,2011-03-13 00:00:00-05:00,2011-03-15 23:00:00-04:00
20333,VOLUNTEER-PHIPPS BEND 500 KV L/O CONASAUGA-NOSTELLER 500 KV,LINE    500 KV  32134A  CMPLINE DUMMY,VOLUNTEER-PHIPPS BEND 500 KV,CONASAUGA-NOSTELLER 500 KV,2011-03-12 07:00:00-05:00,2011-03-12 08:00:00-05:00
20340,DUNE ACRES-MICHIGAN CITY 1 138 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY 1 138 KV,WILTON CENTER-DUMONT 765 KV,2011-03-11 15:00:00-05:00,2011-03-11 18:00:00-05:00
20354,Lanesvl Tx1 l/o Kincaid-Pawnee 345 kV Line,345L2106 Kincaid-Pawnee 345 kV Line,LANESVL TX1,KINCAID-PAWNEE 345 KV LINE,2011-03-09 08:00:00-05:00,2011-03-09 21:00:00-05:00
20358,EDWARDS-KEWANEE 138 KV L/O POWERTON-GOODINGS GROVE 345 KV+POWERTON BT4,116 GOOD345 KV  L0303 CBCB      OPEN    3 POWERT345 KV  BT4-8 CBCB      OPEN    3 POWERT345 KV  BT8-,EDWARDS-KEWANEE 138 KV,POWERTON-GOODINGS GROVE 345 KV+POWERTON BT4,2011-03-08 05:00:00-05:00,2011-03-08 21:00:00-05:00
20381,ROXANA-PRAXAIR 1 138 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,ROXANA-PRAXAIR 1 138 KV,WILTON CENTER-DUMONT 765 KV,2010-08-23 04:00:00-04:00,2011-03-01 10:00:00-05:00
20387,Rantoul-Rantoul Jct 138 kV l/o Wilton Center-Dumont 765 kV,Dumont-Wilton Center 765kV,RANTOUL-RANTOUL JCT 138 KV,WILTON CENTER-DUMONT 765 KV,2011-02-24 00:00:00-05:00,2011-02-25 12:00:00-05:00
20402,Benton Harbor-Palisades 345 kV l/o Cook-Palisades 345 kV,COOK PALISADE 345KV LINE,BENTON HARBOR-PALISADES 345 KV,COOK-PALISADES 345 KV,2011-01-26 00:00:00-05:00,2011-02-21 05:00:00-05:00
20446,PLEASANT PRAIRIE-ZION 345 (2221) L/O CHERRY VALLEY-SILVER LAKE,LINE    345 KV  15616   CMPLINE DUMMY,PLEASANT PRAIRIE-ZION 345 (2221),CHERRY VALLEY-SILVER LAKE,2010-01-21 02:00:00-05:00,2011-02-09 06:00:00-05:00
20544,Goose Creek-Rising 345 kV l/o Loretto Wind Farm - Wilton Center 345 kV,Loretto-Wilton Center 345 kV,GOOSE CREEK-RISING 345 KV,LORETTO WIND FARM - WILTON CENTER 345 KV,2010-11-23 07:00:00-05:00,2011-01-06 16:00:00-05:00
20556,STATE LINE-ROXANA 138 KV L/O SHEFFIELD-GARY AVE 345 KV+SHEFFIELD 345/138 KV,SHEFFILD345 KV  1       CMPTRAFODUMMY   LINE    345 KV  GAR-SHE CMPLINE DUMMY,STATE LINE-ROXANA 138 KV,SHEFFIELD-GARY AVE 345 KV+SHEFFIELD 345/138 KV,2010-12-18 01:00:00-05:00,2010-12-29 12:00:00-05:00
20575,TILTONS2  138kV TIL-WIN l/o SAM-WYL,SAMMIS - WYLIERID 345 KV (APS),TILTONS2 138 KV TIL-WIN,SAM-WYL,2010-12-09 00:00:00-05:00,2010-12-22 07:00:00-05:00
20581,PAXTON-SIDNEY 138 KV L/O LORETTO-WILTON CENTER 345 KV,LINE    345 KV  11212   CMPLINE DUMMY,PAXTON-SIDNEY 138 KV,LORETTO-WILTON CENTER 345 KV,2010-12-10 15:00:00-05:00,2010-12-21 16:00:00-05:00
20588,GOOSE CREEK-RISING 345 KV L/O LORETTO WIND FARM - WILTON CENTER 345 KV,LINE    345 KV  11212   CMPLINE DUMMY,GOOSE CREEK-RISING 345 KV,LORETTO WIND FARM - WILTON CENTER 345 KV,2010-10-28 06:00:00-04:00,2010-12-21 01:00:00-05:00
20677,DUNE ACRES-MICHIGAN CITY 2 138 KV L/O DUNE ACRES-MICHIGAN CITY 1 138 KV,LINE    345 KV  DUN-MIC1CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY 2 138 KV,DUNE ACRES-MICHIGAN CITY 1 138 KV,2010-11-10 07:00:00-05:00,2010-12-14 04:00:00-05:00
20693,COFFEEN NORTH-RAMSEY 345 KV L/O PRAIRE STATE-WMT VERNON 345 KV+WMT. VE,MT VRNO3345 KV  T 132328CMPTRAFODUMMY   LINE    345 KV  32274323CMPLINE DUMMY,COFFEEN NORTH-RAMSEY 345 KV,PRAIRE STATE-WMT VERNON 345 KV+WMT. VE,2010-10-16 09:00:00-04:00,2010-12-11 04:00:00-05:00
20737,COFFEEN NORTH-RAMSEY 345 KV L/O KINCAID-PANA-COFFEEN + SPS,LINE    345 KV  COFY-PANCMPLINE DUMMY   LINE    345 KV  2105    CMPLINE DUMMY,COFFEEN NORTH-RAMSEY 345 KV,KINCAID-PANA-COFFEEN + SPS,2010-10-19 06:00:00-04:00,2010-11-30 00:00:00-05:00
20744,Coffeen North-Ramsey 345 kV l/o Praire State-WMt Vernon 345 kV+WMt. Ve,Prairie State-W Mt. Vernon + TR4,COFFEEN NORTH-RAMSEY 345 KV,PRAIRE STATE-WMT VERNON 345 KV+WMT. VE,2010-11-25 00:00:00-05:00,2010-11-27 06:00:00-05:00
20745,Benton Harbor-Palisades 345 kV l/o Twin Branch-Argenta,TWINBRANCH ARGENTA 345KV LINE,BENTON HARBOR-PALISADES 345 KV,TWIN BRANCH-ARGENTA,2010-11-23 01:00:00-05:00,2010-11-24 05:00:00-05:00
